,HARPNUM,file_name,label
28556,7643,hmi.sharp_cea_720s.7643.20210630_150000_TAI,0
22462,6181,hmi.sharp_cea_720s.6181.20151212_030000_TAI,0
20925,5956,hmi.sharp_cea_720s.5956.20150920_150000_TAI,1
15102,4111,hmi.sharp_cea_720s.4111.20140516_080000_TAI,0
16372,4359,hmi.sharp_cea_720s.4359.20140710_180000_TAI,0
28508,7638,hmi.sharp_cea_720s.7638.20210627_160000_TAI,1
9935,2543,hmi.sharp_cea_720s.2543.20130315_010000_TAI,0
792,183,hmi.sharp_cea_720s.183.20100915_000000_TAI,0
7408,1168,hmi.sharp_cea_720s.1168.20111213_080000_TAI,0
26430,7350,hmi.sharp_cea_720s.7350.20190320_110000_TAI,1
15183,4131,hmi.sharp_cea_720s.4131.20140520_080000_TAI,1
17636,4696,hmi.sharp_cea_720s.4696.20141020_080000_TAI,0
27095,7468,hmi.sharp_cea_720s.7468.20201109_220000_TAI,1
20122,5848,hmi.sharp_cea_720s.5848.20150811_010000_TAI,1
25944,7260,hmi.sharp_cea_720s.7260.20180529_080000_TAI,0
19985,5835,hmi.sharp_cea_720s.5835.20150730_210000_TAI,0
29624,8551,hmi.sharp_cea_720s.8551.20220902_000000_TAI,0
2889,451,hmi.sharp_cea_720s.451.20110331_000000_TAI,1
18311,5559,hmi.sharp_cea_720s.5559.20150518_080000_TAI,0
25237,7116,hmi.sharp_cea_720s.7116.20170829_000000_TAI,0
3911,684,hmi.sharp_cea_720s.684.20110703_030000_TAI,1
2151,393,hmi.sharp_cea_720s.393.20110303_080000_TAI,1
9292,1465,hmi.sharp_cea_720s.1465.20120318_000000_TAI,0
2657,409,hmi.sharp_cea_720s.409.20110309_080000_TAI,0
28464,7633,hmi.sharp_cea_720s.7633.20210704_180000_TAI,0
2878,451,hmi.sharp_cea_720s.451.20110330_130000_TAI,1
19109,5682,hmi.sharp_cea_720s.5682.20150615_080000_TAI,0
21051,5982,hmi.sharp_cea_720s.5982.20150926_220000_TAI,1
4063,698,hmi.sharp_cea_720s.698.20110714_090000_TAI,0
21286,5986,hmi.sharp_cea_720s.5986.20150927_080000_TAI,0
27228,7487,hmi.sharp_cea_720s.7487.20201128_040000_TAI,0
7896,1271,hmi.sharp_cea_720s.1271.20120105_180000_TAI,1
14169,3129,hmi.sharp_cea_720s.3129.20130904_160000_TAI,1
6641,1062,hmi.sharp_cea_720s.1062.20111111_080000_TAI,0
6374,956,hmi.sharp_cea_720s.956.20111015_010000_TAI,1
6015,902,hmi.sharp_cea_720s.902.20110930_050000_TAI,1
13252,2997,hmi.sharp_cea_720s.2997.20130724_000000_TAI,0
4519,750,hmi.sharp_cea_720s.750.20110731_230000_TAI,1
20856,5956,hmi.sharp_cea_720s.5956.20150917_140000_TAI,1
20234,5875,hmi.sharp_cea_720s.5875.20150812_000000_TAI,0
20702,5927,hmi.sharp_cea_720s.5927.20150909_000000_TAI,0
20261,5880,hmi.sharp_cea_720s.5880.20150813_160000_TAI,1
7890,1271,hmi.sharp_cea_720s.1271.20120105_100000_TAI,1
12510,2875,hmi.sharp_cea_720s.2875.20130619_050000_TAI,1
21352,5991,hmi.sharp_cea_720s.5991.20151002_150000_TAI,1
8033,1279,hmi.sharp_cea_720s.1279.20120105_000000_TAI,0
15810,4231,hmi.sharp_cea_720s.4231.20140617_020000_TAI,1
12544,2875,hmi.sharp_cea_720s.2875.20130621_150000_TAI,1
8610,1390,hmi.sharp_cea_720s.1390.20120214_080000_TAI,0
15239,4133,hmi.sharp_cea_720s.4133.20140514_150000_TAI,1
14495,4033,hmi.sharp_cea_720s.4033.20140417_080000_TAI,0
17650,4698,hmi.sharp_cea_720s.4698.20141019_160000_TAI,1
9871,2533,hmi.sharp_cea_720s.2533.20130308_000000_TAI,0
15138,4124,hmi.sharp_cea_720s.4124.20140511_080000_TAI,0
736,158,hmi.sharp_cea_720s.158.20100906_090000_TAI,0
13525,3055,hmi.sharp_cea_720s.3055.20130809_020000_TAI,0
12979,2952,hmi.sharp_cea_720s.2952.20130713_050000_TAI,1
8446,1353,hmi.sharp_cea_720s.1353.20120203_080000_TAI,0
22415,6172,hmi.sharp_cea_720s.6172.20151220_100000_TAI,1
27072,7468,hmi.sharp_cea_720s.7468.20201107_110000_TAI,1
10337,2597,hmi.sharp_cea_720s.2597.20130408_080000_TAI,1
25129,7115,hmi.sharp_cea_720s.7115.20170903_120000_TAI,1
18911,5670,hmi.sharp_cea_720s.5670.20150615_080000_TAI,0
4050,695,hmi.sharp_cea_720s.695.20110712_130000_TAI,1
14668,4061,hmi.sharp_cea_720s.4061.20140423_230000_TAI,0
26818,7431,hmi.sharp_cea_720s.7431.20200723_080000_TAI,0
3143,538,hmi.sharp_cea_720s.538.20110505_000000_TAI,0
16351,4344,hmi.sharp_cea_720s.4344.20140714_080000_TAI,0
26578,7366,hmi.sharp_cea_720s.7366.20190610_000000_TAI,0
20207,5865,hmi.sharp_cea_720s.5865.20150817_080000_TAI,0
9072,1461,hmi.sharp_cea_720s.1461.20120311_130000_TAI,1
25605,7194,hmi.sharp_cea_720s.7194.20171123_080000_TAI,0
7664,1237,hmi.sharp_cea_720s.1237.20111226_110000_TAI,1
26063,7280,hmi.sharp_cea_720s.7280.20180626_100000_TAI,0
16394,4362,hmi.sharp_cea_720s.4362.20140715_000000_TAI,0
16901,4510,hmi.sharp_cea_720s.4510.20140905_000000_TAI,0
1077,224,hmi.sharp_cea_720s.224.20101026_220000_TAI,0
23247,6806,hmi.sharp_cea_720s.6806.20161021_080000_TAI,0
11833,2748,hmi.sharp_cea_720s.2748.20130516_140000_TAI,1
19202,5692,hmi.sharp_cea_720s.5692.20150620_080000_TAI,1
7339,1164,hmi.sharp_cea_720s.1164.20111205_070000_TAI,1
20728,5940,hmi.sharp_cea_720s.5940.20150904_230000_TAI,0
8879,1425,hmi.sharp_cea_720s.1425.20120303_080000_TAI,0
24712,7075,hmi.sharp_cea_720s.7075.20170709_080000_TAI,1
4281,745,hmi.sharp_cea_720s.745.20110724_080000_TAI,0
23364,6835,hmi.sharp_cea_720s.6835.20161110_090000_TAI,0
6232,937,hmi.sharp_cea_720s.937.20111013_160000_TAI,0
12408,2858,hmi.sharp_cea_720s.2858.20130615_000000_TAI,0
19814,5801,hmi.sharp_cea_720s.5801.20150724_000000_TAI,0
28245,7599,hmi.sharp_cea_720s.7599.20210531_160000_TAI,1
9059,1457,hmi.sharp_cea_720s.1457.20120314_130000_TAI,0
26272,7331,hmi.sharp_cea_720s.7331.20181230_220000_TAI,0
20124,5848,hmi.sharp_cea_720s.5848.20150811_030000_TAI,1
1351,287,hmi.sharp_cea_720s.287.20101211_010000_TAI,0
24332,6982,hmi.sharp_cea_720s.6982.20170403_120000_TAI,1
1764,369,hmi.sharp_cea_720s.369.20110210_080000_TAI,0
11251,2691,hmi.sharp_cea_720s.2691.20130502_060000_TAI,1
19233,5692,hmi.sharp_cea_720s.5692.20150621_150000_TAI,1
10082,2557,hmi.sharp_cea_720s.2557.20130316_170000_TAI,1
9887,2533,hmi.sharp_cea_720s.2533.20130312_010000_TAI,1
10811,2642,hmi.sharp_cea_720s.2642.20130413_000000_TAI,0
27510,7529,hmi.sharp_cea_720s.7529.20210102_080000_TAI,0
10258,2591,hmi.sharp_cea_720s.2591.20130324_160000_TAI,0
17568,4671,hmi.sharp_cea_720s.4671.20141011_080000_TAI,0
19138,5691,hmi.sharp_cea_720s.5691.20150622_150000_TAI,0
19906,5820,hmi.sharp_cea_720s.5820.20150805_160000_TAI,0
6760,1078,hmi.sharp_cea_720s.1078.20111117_080000_TAI,0
1338,285,hmi.sharp_cea_720s.285.20101204_080000_TAI,0
17385,4623,hmi.sharp_cea_720s.4623.20141001_150000_TAI,0
2470,401,hmi.sharp_cea_720s.401.20110312_010000_TAI,1
21441,6010,hmi.sharp_cea_720s.6010.20151019_080000_TAI,0
27266,7493,hmi.sharp_cea_720s.7493.20201203_050000_TAI,1
15212,4132,hmi.sharp_cea_720s.4132.20140513_180000_TAI,0
26568,7365,hmi.sharp_cea_720s.7365.20190530_080000_TAI,0
14051,3119,hmi.sharp_cea_720s.3119.20130903_090000_TAI,1
28018,7585,hmi.sharp_cea_720s.7585.20210519_150000_TAI,0
7597,1215,hmi.sharp_cea_720s.1215.20111219_080000_TAI,0
504,99,hmi.sharp_cea_720s.99.20100801_080000_TAI,0
27909,7572,hmi.sharp_cea_720s.7572.20210420_100000_TAI,1
28152,7590,hmi.sharp_cea_720s.7590.20210527_220000_TAI,1
7056,1113,hmi.sharp_cea_720s.1113.20111126_020000_TAI,1
29795,8589,hmi.sharp_cea_720s.8589.20220910_200000_TAI,1
5058,788,hmi.sharp_cea_720s.788.20110814_080000_TAI,0
96,32,hmi.sharp_cea_720s.32.20100527_000000_TAI,0
14746,4069,hmi.sharp_cea_720s.4069.20140428_080000_TAI,0
3947,685,hmi.sharp_cea_720s.685.20110706_200000_TAI,1
10144,2560,hmi.sharp_cea_720s.2560.20130313_060000_TAI,1
13329,3011,hmi.sharp_cea_720s.3011.20130801_080000_TAI,0
8551,1385,hmi.sharp_cea_720s.1385.20120207_040000_TAI,0
15259,4133,hmi.sharp_cea_720s.4133.20140516_020000_TAI,1
8369,1338,hmi.sharp_cea_720s.1338.20120201_030000_TAI,1
3346,587,hmi.sharp_cea_720s.587.20110514_180000_TAI,1
4939,764,hmi.sharp_cea_720s.764.20110806_210000_TAI,1
13162,2968,hmi.sharp_cea_720s.2968.20130719_180000_TAI,1
2844,451,hmi.sharp_cea_720s.451.20110328_230000_TAI,1
4619,750,hmi.sharp_cea_720s.750.20110805_040000_TAI,1
24098,6972,hmi.sharp_cea_720s.6972.20170401_000000_TAI,1
620,130,hmi.sharp_cea_720s.130.20100811_080000_TAI,0
20169,5856,hmi.sharp_cea_720s.5856.20150809_080000_TAI,0
11871,2748,hmi.sharp_cea_720s.2748.20130518_040000_TAI,1
14093,3126,hmi.sharp_cea_720s.3126.20130826_080000_TAI,0
17376,4619,hmi.sharp_cea_720s.4619.20140929_000000_TAI,0
6746,1075,hmi.sharp_cea_720s.1075.20111114_220000_TAI,1
27694,7555,hmi.sharp_cea_720s.7555.20210315_080000_TAI,0
3036,495,hmi.sharp_cea_720s.495.20110412_080000_TAI,0
13802,3082,hmi.sharp_cea_720s.3082.20130820_110000_TAI,1
5674,869,hmi.sharp_cea_720s.869.20110915_180000_TAI,1
25669,7215,hmi.sharp_cea_720s.7215.20171222_080000_TAI,0
22364,6172,hmi.sharp_cea_720s.6172.20151216_000000_TAI,1
13193,2976,hmi.sharp_cea_720s.2976.20130715_170000_TAI,0
3899,684,hmi.sharp_cea_720s.684.20110702_150000_TAI,1
16962,4523,hmi.sharp_cea_720s.4523.20140905_000000_TAI,0
20046,5848,hmi.sharp_cea_720s.5848.20150806_150000_TAI,1
1193,248,hmi.sharp_cea_720s.248.20101108_000000_TAI,0
18584,5625,hmi.sharp_cea_720s.5625.20150529_080000_TAI,0
27046,7468,hmi.sharp_cea_720s.7468.20201106_090000_TAI,1
15404,4166,hmi.sharp_cea_720s.4166.20140604_000000_TAI,0
16692,4436,hmi.sharp_cea_720s.4436.20140805_080000_TAI,0
19512,5739,hmi.sharp_cea_720s.5739.20150711_020000_TAI,1
7252,1122,hmi.sharp_cea_720s.1122.20111208_000000_TAI,0
25982,7262,hmi.sharp_cea_720s.7262.20180601_080000_TAI,0
2137,393,hmi.sharp_cea_720s.393.20110302_180000_TAI,1
3656,652,hmi.sharp_cea_720s.652.20110608_080000_TAI,0
5482,842,hmi.sharp_cea_720s.842.20110906_080000_TAI,0
5688,878,hmi.sharp_cea_720s.878.20110920_200000_TAI,1
21417,6004,hmi.sharp_cea_720s.6004.20151016_080000_TAI,0
27481,7513,hmi.sharp_cea_720s.7513.20201231_080000_TAI,0
13415,3030,hmi.sharp_cea_720s.3030.20130804_080000_TAI,0
13323,3011,hmi.sharp_cea_720s.3011.20130726_150000_TAI,0
842,190,hmi.sharp_cea_720s.190.20100927_150000_TAI,1
28173,7593,hmi.sharp_cea_720s.7593.20210520_080000_TAI,0
29730,8565,hmi.sharp_cea_720s.8565.20220901_230000_TAI,0
10278,2597,hmi.sharp_cea_720s.2597.20130402_080000_TAI,0
8656,1404,hmi.sharp_cea_720s.1404.20120219_080000_TAI,0
5966,899,hmi.sharp_cea_720s.899.20110924_150000_TAI,1
26598,7372,hmi.sharp_cea_720s.7372.20190624_220000_TAI,0
22185,6155,hmi.sharp_cea_720s.6155.20151210_080000_TAI,0
13149,2968,hmi.sharp_cea_720s.2968.20130719_050000_TAI,1
27928,7573,hmi.sharp_cea_720s.7573.20210428_000000_TAI,0
15945,4272,hmi.sharp_cea_720s.4272.20140624_040000_TAI,0
3045,501,hmi.sharp_cea_720s.501.20110411_050000_TAI,0
11121,2677,hmi.sharp_cea_720s.2677.20130422_160000_TAI,0
5576,853,hmi.sharp_cea_720s.853.20110914_000000_TAI,0
25803,7237,hmi.sharp_cea_720s.7237.20180211_150000_TAI,1
3295,580,hmi.sharp_cea_720s.580.20110508_130000_TAI,1
3010,488,hmi.sharp_cea_720s.488.20110411_080000_TAI,0
24198,6975,hmi.sharp_cea_720s.6975.20170401_000000_TAI,1
8395,1342,hmi.sharp_cea_720s.1342.20120129_080000_TAI,0
24857,7084,hmi.sharp_cea_720s.7084.20170717_010000_TAI,0
30118,8614,hmi.sharp_cea_720s.8614.20220917_090000_TAI,0
2247,393,hmi.sharp_cea_720s.393.20110307_150000_TAI,1
25168,7115,hmi.sharp_cea_720s.7115.20170905_050000_TAI,1
11945,2750,hmi.sharp_cea_720s.2750.20130516_080000_TAI,0
20677,5922,hmi.sharp_cea_720s.5922.20150828_220000_TAI,0
29909,8589,hmi.sharp_cea_720s.8589.20220918_160000_TAI,1
19358,5699,hmi.sharp_cea_720s.5699.20150618_060000_TAI,0
7315,1149,hmi.sharp_cea_720s.1149.20111206_080000_TAI,0
14113,3129,hmi.sharp_cea_720s.3129.20130829_170000_TAI,1
11228,2691,hmi.sharp_cea_720s.2691.20130501_070000_TAI,1
11759,2739,hmi.sharp_cea_720s.2739.20130519_080000_TAI,0
3224,560,hmi.sharp_cea_720s.560.20110429_160000_TAI,0
24182,6975,hmi.sharp_cea_720s.6975.20170331_080000_TAI,1
5675,869,hmi.sharp_cea_720s.869.20110915_190000_TAI,1
25291,7122,hmi.sharp_cea_720s.7122.20170907_220000_TAI,1
17260,4610,hmi.sharp_cea_720s.4610.20140927_180000_TAI,0
21423,6006,hmi.sharp_cea_720s.6006.20151012_080000_TAI,0
463,92,hmi.sharp_cea_720s.92.20100728_040000_TAI,1
18725,5637,hmi.sharp_cea_720s.5637.20150610_110000_TAI,1
18050,5526,hmi.sharp_cea_720s.5526.20150506_030000_TAI,1
6613,1043,hmi.sharp_cea_720s.1043.20111107_090000_TAI,0
9896,2533,hmi.sharp_cea_720s.2533.20130313_000000_TAI,0
7461,1175,hmi.sharp_cea_720s.1175.20111209_010000_TAI,0
9055,1457,hmi.sharp_cea_720s.1457.20120310_000000_TAI,0
20364,5885,hmi.sharp_cea_720s.5885.20150821_180000_TAI,1
4853,754,hmi.sharp_cea_720s.754.20110728_000000_TAI,0
818,187,hmi.sharp_cea_720s.187.20100927_000000_TAI,0
24811,7075,hmi.sharp_cea_720s.7075.20170715_080000_TAI,1
29509,8546,hmi.sharp_cea_720s.8546.20220830_120000_TAI,1
14767,4073,hmi.sharp_cea_720s.4073.20140429_120000_TAI,1
5924,892,hmi.sharp_cea_720s.892.20111002_210000_TAI,1
24908,7100,hmi.sharp_cea_720s.7100.20170808_080000_TAI,0
27213,7484,hmi.sharp_cea_720s.7484.20201201_010000_TAI,1
11913,2748,hmi.sharp_cea_720s.2748.20130520_020000_TAI,1
25758,7237,hmi.sharp_cea_720s.7237.20180207_110000_TAI,1
19447,5732,hmi.sharp_cea_720s.5732.20150701_000000_TAI,0
23589,6873,hmi.sharp_cea_720s.6873.20161201_080000_TAI,0
15153,4131,hmi.sharp_cea_720s.4131.20140515_080000_TAI,0
1798,371,hmi.sharp_cea_720s.371.20110213_080000_TAI,0
30082,8602,hmi.sharp_cea_720s.8602.20220920_170000_TAI,1
25154,7115,hmi.sharp_cea_720s.7115.20170904_150000_TAI,1
7970,1275,hmi.sharp_cea_720s.1275.20120107_220000_TAI,1
18625,5637,hmi.sharp_cea_720s.5637.20150603_120000_TAI,1
11905,2748,hmi.sharp_cea_720s.2748.20130519_180000_TAI,1
21164,5983,hmi.sharp_cea_720s.5983.20150926_100000_TAI,1
5474,840,hmi.sharp_cea_720s.840.20110904_160000_TAI,0
24560,7036,hmi.sharp_cea_720s.7036.20170603_170000_TAI,0
3643,651,hmi.sharp_cea_720s.651.20110604_080000_TAI,0
6516,1016,hmi.sharp_cea_720s.1016.20111028_060000_TAI,0
15537,4189,hmi.sharp_cea_720s.4189.20140607_000000_TAI,0
9076,1461,hmi.sharp_cea_720s.1461.20120311_170000_TAI,1
1989,384,hmi.sharp_cea_720s.384.20110216_080000_TAI,0
23065,6769,hmi.sharp_cea_720s.6769.20160925_020000_TAI,1
19963,5831,hmi.sharp_cea_720s.5831.20150807_030000_TAI,1
9116,1461,hmi.sharp_cea_720s.1461.20120314_150000_TAI,1
6814,1080,hmi.sharp_cea_720s.1080.20111122_130000_TAI,1
1446,307,hmi.sharp_cea_720s.307.20101225_150000_TAI,0
1709,359,hmi.sharp_cea_720s.359.20110202_080000_TAI,0
4139,713,hmi.sharp_cea_720s.713.20110718_080000_TAI,0
18947,5673,hmi.sharp_cea_720s.5673.20150615_080000_TAI,0
27592,7544,hmi.sharp_cea_720s.7544.20210203_010000_TAI,0
1041,223,hmi.sharp_cea_720s.223.20101025_080000_TAI,0
592,124,hmi.sharp_cea_720s.124.20100807_220000_TAI,0
22867,6229,hmi.sharp_cea_720s.6229.20160107_080000_TAI,0
25542,7177,hmi.sharp_cea_720s.7177.20171027_130000_TAI,0
21163,5983,hmi.sharp_cea_720s.5983.20150926_090000_TAI,1
29228,8528,hmi.sharp_cea_720s.8528.20220826_020000_TAI,1
29754,8575,hmi.sharp_cea_720s.8575.20220910_080000_TAI,0
27078,7468,hmi.sharp_cea_720s.7468.20201107_170000_TAI,1
3572,632,hmi.sharp_cea_720s.632.20110605_080000_TAI,0
14008,3119,hmi.sharp_cea_720s.3119.20130829_080000_TAI,0
21048,5982,hmi.sharp_cea_720s.5982.20150926_190000_TAI,1
29527,8546,hmi.sharp_cea_720s.8546.20220831_060000_TAI,1
12187,2808,hmi.sharp_cea_720s.2808.20130531_060000_TAI,1
28681,7669,hmi.sharp_cea_720s.7669.20210716_220000_TAI,0
16865,4502,hmi.sharp_cea_720s.4502.20140901_000000_TAI,0
7985,1275,hmi.sharp_cea_720s.1275.20120108_160000_TAI,1
21439,6010,hmi.sharp_cea_720s.6010.20151017_080000_TAI,0
3829,674,hmi.sharp_cea_720s.674.20110619_080000_TAI,0
26237,7323,hmi.sharp_cea_720s.7323.20181117_150000_TAI,0
15672,4228,hmi.sharp_cea_720s.4228.20140617_150000_TAI,0
18531,5604,hmi.sharp_cea_720s.5604.20150523_090000_TAI,0
12168,2808,hmi.sharp_cea_720s.2808.20130529_040000_TAI,0
19704,5761,hmi.sharp_cea_720s.5761.20150709_160000_TAI,0
20014,5848,hmi.sharp_cea_720s.5848.20150803_220000_TAI,0
7821,1258,hmi.sharp_cea_720s.1258.20111229_080000_TAI,0
16772,4455,hmi.sharp_cea_720s.4455.20140820_150000_TAI,0
14076,3122,hmi.sharp_cea_720s.3122.20130902_160000_TAI,0
884,195,hmi.sharp_cea_720s.195.20101002_190000_TAI,0
20680,5922,hmi.sharp_cea_720s.5922.20150831_000000_TAI,0
18168,5537,hmi.sharp_cea_720s.5537.20150504_200000_TAI,1
2105,393,hmi.sharp_cea_720s.393.20110301_100000_TAI,1
23315,6826,hmi.sharp_cea_720s.6826.20161031_080000_TAI,0
18397,5571,hmi.sharp_cea_720s.5571.20150520_090000_TAI,1
8167,1304,hmi.sharp_cea_720s.1304.20120116_080000_TAI,0
22699,6206,hmi.sharp_cea_720s.6206.20151227_080000_TAI,1
22793,6208,hmi.sharp_cea_720s.6208.20151221_230000_TAI,0
27310,7493,hmi.sharp_cea_720s.7493.20201205_010000_TAI,1
10840,2656,hmi.sharp_cea_720s.2656.20130412_080000_TAI,0
3501,622,hmi.sharp_cea_720s.622.20110528_080000_TAI,0
26019,7275,hmi.sharp_cea_720s.7275.20180620_090000_TAI,1
26884,7439,hmi.sharp_cea_720s.7439.20200817_000000_TAI,0
21364,5991,hmi.sharp_cea_720s.5991.20151003_030000_TAI,1
28226,7598,hmi.sharp_cea_720s.7598.20210526_190000_TAI,1
21203,5983,hmi.sharp_cea_720s.5983.20150928_010000_TAI,1
22702,6206,hmi.sharp_cea_720s.6206.20151227_110000_TAI,1
22297,6172,hmi.sharp_cea_720s.6172.20151211_180000_TAI,1
27967,7581,hmi.sharp_cea_720s.7581.20210509_120000_TAI,1
20917,5956,hmi.sharp_cea_720s.5956.20150920_070000_TAI,1
12698,2892,hmi.sharp_cea_720s.2892.20130623_220000_TAI,0
11651,2735,hmi.sharp_cea_720s.2735.20130515_210000_TAI,1
22610,6205,hmi.sharp_cea_720s.6205.20151228_160000_TAI,1
674,147,hmi.sharp_cea_720s.147.20100827_080000_TAI,0
5993,902,hmi.sharp_cea_720s.902.20110929_050000_TAI,1
4439,750,hmi.sharp_cea_720s.750.20110728_120000_TAI,1
14743,4069,hmi.sharp_cea_720s.4069.20140425_150000_TAI,0
5384,833,hmi.sharp_cea_720s.833.20110906_200000_TAI,1
6090,905,hmi.sharp_cea_720s.905.20110927_000000_TAI,0
12661,2887,hmi.sharp_cea_720s.2887.20130629_230000_TAI,1
19000,5673,hmi.sharp_cea_720s.5673.20150618_090000_TAI,1
22373,6172,hmi.sharp_cea_720s.6172.20151216_180000_TAI,0
6130,918,hmi.sharp_cea_720s.918.20111007_070000_TAI,1
21838,6060,hmi.sharp_cea_720s.6060.20151028_000000_TAI,0
7347,1164,hmi.sharp_cea_720s.1164.20111212_000000_TAI,0
7931,1272,hmi.sharp_cea_720s.1272.20120102_080000_TAI,0
10842,2656,hmi.sharp_cea_720s.2656.20130414_080000_TAI,0
17312,4610,hmi.sharp_cea_720s.4610.20141004_040000_TAI,1
8631,1396,hmi.sharp_cea_720s.1396.20120214_080000_TAI,0
22189,6155,hmi.sharp_cea_720s.6155.20151214_070000_TAI,0
6688,1072,hmi.sharp_cea_720s.1072.20111116_080000_TAI,0
21926,6075,hmi.sharp_cea_720s.6075.20151112_080000_TAI,0
7473,1177,hmi.sharp_cea_720s.1177.20111210_080000_TAI,0
26250,7326,hmi.sharp_cea_720s.7326.20181211_150000_TAI,0
22006,6100,hmi.sharp_cea_720s.6100.20151117_080000_TAI,0
13907,3103,hmi.sharp_cea_720s.3103.20130821_030000_TAI,1
14983,4088,hmi.sharp_cea_720s.4088.20140509_180000_TAI,1
23651,6892,hmi.sharp_cea_720s.6892.20161222_000000_TAI,0
1749,366,hmi.sharp_cea_720s.366.20110210_080000_TAI,0
29290,8539,hmi.sharp_cea_720s.8539.20220821_040000_TAI,1
19411,5716,hmi.sharp_cea_720s.5716.20150627_050000_TAI,0
22005,6100,hmi.sharp_cea_720s.6100.20151116_080000_TAI,0
12095,2776,hmi.sharp_cea_720s.2776.20130525_080000_TAI,0
18856,5653,hmi.sharp_cea_720s.5653.20150614_030000_TAI,1
22019,6102,hmi.sharp_cea_720s.6102.20151118_000000_TAI,0
15264,4133,hmi.sharp_cea_720s.4133.20140516_070000_TAI,1
26778,7419,hmi.sharp_cea_720s.7419.20200608_080000_TAI,0
17887,4718,hmi.sharp_cea_720s.4718.20141023_000000_TAI,0
9176,1461,hmi.sharp_cea_720s.1461.20120318_190000_TAI,1
8885,1426,hmi.sharp_cea_720s.1426.20120228_080000_TAI,0
7697,1237,hmi.sharp_cea_720s.1237.20111228_110000_TAI,1
13176,2968,hmi.sharp_cea_720s.2968.20130724_000000_TAI,0
3590,637,hmi.sharp_cea_720s.637.20110601_080000_TAI,0
29746,8569,hmi.sharp_cea_720s.8569.20220905_000000_TAI,0
4923,764,hmi.sharp_cea_720s.764.20110806_050000_TAI,1
4037,695,hmi.sharp_cea_720s.695.20110712_000000_TAI,1
14812,4073,hmi.sharp_cea_720s.4073.20140502_230000_TAI,1
14201,3130,hmi.sharp_cea_720s.3130.20130830_080000_TAI,0
12527,2875,hmi.sharp_cea_720s.2875.20130620_220000_TAI,1
4476,750,hmi.sharp_cea_720s.750.20110730_040000_TAI,1
8345,1338,hmi.sharp_cea_720s.1338.20120129_080000_TAI,0
7630,1222,hmi.sharp_cea_720s.1222.20111220_080000_TAI,0
21109,5983,hmi.sharp_cea_720s.5983.20150924_020000_TAI,1
25808,7237,hmi.sharp_cea_720s.7237.20180211_200000_TAI,1
3307,580,hmi.sharp_cea_720s.580.20110509_010000_TAI,1
23419,6845,hmi.sharp_cea_720s.6845.20161118_080000_TAI,0
27670,7552,hmi.sharp_cea_720s.7552.20210307_080000_TAI,0
6141,918,hmi.sharp_cea_720s.918.20111007_180000_TAI,1
8175,1307,hmi.sharp_cea_720s.1307.20120111_220000_TAI,0
21910,6072,hmi.sharp_cea_720s.6072.20151104_000000_TAI,0
6849,1082,hmi.sharp_cea_720s.1082.20111117_080000_TAI,0
26655,7386,hmi.sharp_cea_720s.7386.20191104_080000_TAI,0
14508,4034,hmi.sharp_cea_720s.4034.20140422_080000_TAI,0
27125,7470,hmi.sharp_cea_720s.7470.20201112_180000_TAI,0
12506,2875,hmi.sharp_cea_720s.2875.20130619_010000_TAI,1
9266,1465,hmi.sharp_cea_720s.1465.20120312_030000_TAI,1
21263,5983,hmi.sharp_cea_720s.5983.20150930_130000_TAI,1
26336,7337,hmi.sharp_cea_720s.7337.20190206_150000_TAI,0
10820,2651,hmi.sharp_cea_720s.2651.20130411_080000_TAI,0
8577,1389,hmi.sharp_cea_720s.1389.20120210_130000_TAI,1
29551,8546,hmi.sharp_cea_720s.8546.20220901_060000_TAI,1
11492,2708,hmi.sharp_cea_720s.2708.20130501_080000_TAI,0
28604,7655,hmi.sharp_cea_720s.7655.20210705_220000_TAI,0
5903,892,hmi.sharp_cea_720s.892.20111001_220000_TAI,1
13011,2952,hmi.sharp_cea_720s.2952.20130715_090000_TAI,1
3114,535,hmi.sharp_cea_720s.535.20110430_080000_TAI,0
25537,7172,hmi.sharp_cea_720s.7172.20171026_080000_TAI,0
24220,6975,hmi.sharp_cea_720s.6975.20170401_220000_TAI,1
27397,7502,hmi.sharp_cea_720s.7502.20201213_170000_TAI,1
18088,5526,hmi.sharp_cea_720s.5526.20150510_200000_TAI,1
5904,892,hmi.sharp_cea_720s.892.20111001_230000_TAI,1
23323,6828,hmi.sharp_cea_720s.6828.20161101_000000_TAI,0
11648,2735,hmi.sharp_cea_720s.2735.20130515_170000_TAI,1
22714,6206,hmi.sharp_cea_720s.6206.20151228_150000_TAI,1
25798,7237,hmi.sharp_cea_720s.7237.20180211_100000_TAI,1
17144,4570,hmi.sharp_cea_720s.4570.20140916_000000_TAI,0
676,147,hmi.sharp_cea_720s.147.20100829_080000_TAI,0
13127,2964,hmi.sharp_cea_720s.2964.20130718_080000_TAI,0
27360,7493,hmi.sharp_cea_720s.7493.20201207_040000_TAI,1
19967,5831,hmi.sharp_cea_720s.5831.20150807_070000_TAI,1
9101,1461,hmi.sharp_cea_720s.1461.20120313_220000_TAI,1
21042,5982,hmi.sharp_cea_720s.5982.20150926_090000_TAI,0
6039,902,hmi.sharp_cea_720s.902.20111001_090000_TAI,1
13414,3030,hmi.sharp_cea_720s.3030.20130803_080000_TAI,0
17319,4610,hmi.sharp_cea_720s.4610.20141004_200000_TAI,1
